speed_mean,speed_std,angle_std,fft_energy,smoothness,label
34.24711403092991,11.971568074215503,0.7192027878653782,7849.799374889462,0.9119167480281425,0
3.1468318231707313,1.486993836736488,1.493345242404625,114.63298560505936,0.055795472936587695,1
20.38254041627874,3.145673728929492,0.01250891090896741,523.0075991432991,0.9997701952024456,2
32.14050942862623,14.469719263742553,0.32758836004742314,12041.448797563979,0.9402435590648354,0
2.246606162070964,1.376379527948507,1.4949930486867273,95.5072503418503,-0.15845324916570924,1
20.952791341726787,2.573456495739337,0.01148943725201622,333.3164322684924,0.9999155145604841,2
40.02894909903823,14.507639207276268,0.13760599797603904,11230.347392762593,0.9780944027619162,0
2.0579438879305445,1.2824324529079993,1.5924602200775022,87.14705974579635,0.0393108292382876,1
19.538955436034634,3.1062663652052542,0.03738069338695255,483.70902877142413,0.9997636690565245,2
37.79473525466231,15.387313554240768,0.6189459286232071,12112.909502426724,0.951188151941738,0
2.6244705462126996,1.5176911280875198,1.6063512583984194,115.369291971104,-0.1287313807730936,1
20.16422522888488,2.747808077974423,0.025583545916153236,389.07496671837237,0.9998621921393753,2
30.824261359441493,15.916816325749945,0.3679506791472175,13435.180946701474,0.9471839903928987,0
2.2994950360620963,1.3647496413499085,1.3104134000637926,108.69561991228863,-0.28874506231140645,1
19.842756875345408,2.695907415909409,0.0347762107353264,385.6688120149033,0.9997655831414165,2
38.06546979371687,13.189494707071256,0.3942769756633669,9029.727009279193,0.9492685201590354,0
2.276153959209041,1.1287171264260032,1.8134629029098348,72.77158561378832,0.2718638131380313,1
18.77296335242222,2.20364231550765,0.025759203867414277,275.09832392414853,0.9998484323072364,2
30.336732450319097,13.840104326338349,0.26610517638869247,10244.443533675967,0.9634184382144451,0
2.3495537438194205,1.6225231534906297,1.4086991629318129,174.26964237609357,-0.30282958368336854,1
18.811830157025092,2.9130707021492506,0.020684635200409477,428.9668764553857,0.99972934675845,2
27.764231225775138,16.311735129859336,0.1460153522146714,13495.827486149774,0.9864859262379976,0
3.0380515731161095,1.4663565933359664,1.144852752920431,113.25517122742473,-0.03924093601618693,1
18.82599028345216,3.3672514388427226,0.01845637586275732,566.9278721902241,0.9997850111891117,2
35.546986940979664,14.552030301802086,0.3435783121320816,10633.82731256344,0.9598581943042723,0
2.9692289166531043,1.5122500305494901,1.6685783565818357,114.41390788050313,-0.2852422454060679,1
19.14962986261545,2.054398560681301,0.01439834490471042,345.64511592052287,0.9999477973687642,2
32.59972797232989,14.80791958814839,0.23564167209352357,13165.356967984728,0.9561567303631995,0
2.901841362039214,1.2640355875598301,1.1796648449591096,87.5888256922574,0.09103848105271796,1
